floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
2.0,9.0,2.6,65000.0,53.2,28.4,8.9,Frunzensky,No,2,panel,separate,Loggia,2001.0
1.0,9.0,2.53,46000.0,35.2,17.2,7.2,Oktyabrsky,No,1,panel,separate,Loggia,1975.0
1.0,9.0,2.53,46000.0,35.2,17.2,7.2,Oktyabrsky,No,1,panel,separate,Loggia,1975.0
1.0,5.0,2.7,55000.0,48.41,30.28,6.3,Zavodskoy,No,2,brick,separate,Loggia,1970.0
8.0,16.0,2.7,220000.0,143.0,82.6,13.9,Frunzensky,Yes,4,monolithic,2,Two balconies,2007.0
8.0,25.0,2.7,39000.0,32.6,24.0,7.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
8.0,9.0,2.7,72000.0,63.4,43.4,7.1,Frunzensky,No,3,panel,separate,Loggia,1993.0
14.0,17.0,2.75,289000.0,103.0,52.0,15.0,Sovetsky,No,3,frame-block,2,Two balconies,2010.0
21.0,25.0,2.7,63000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.7,85000.0,69.0,43.3,9.0,Frunzensky,No,3,panel,separate,Loggia,1999.0
14.0,25.0,2.7,36000.0,29.5,12.25,7.41,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,12.0,2.7,58000.0,50.4,29.4,8.9,Frunzensky,No,2,panel,separate,Loggia,1993.0
1.0,9.0,2.54,88000.0,84.0,55.6,7.1,Frunzensky,Yes,4,panel,separate,Two balconies,1987.0
4.0,9.0,2.5,75000.0,77.5,49.0,7.2,Leninsky,No,4,panel,separate,Two balconies,1976.0
15.0,25.0,2.7,62000.0,56.8,42.0,12.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
8.0,9.0,2.52,76000.0,63.59,41.47,6.69,Pervomaisky,Yes,3,panel,separate,Two balconies,1986.0
15.0,25.0,2.7,62000.0,56.8,42.0,12.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
8.0,9.0,2.52,76000.0,63.59,41.47,6.69,Pervomaisky,Yes,3,panel,separate,Two balconies,1986.0
2.0,2.0,2.86,60000.0,64.17,45.66,7.25,Zavodskoy,Yes,3,brick,separate,Balcony,1951.0
1.0,7.0,2.7,74000.0,60.0,24.1,17.0,Sovetsky,No,2,frame-block,2,Without,2019.0
22.0,26.0,2.68,119000.0,78.0,37.6,14.2,Sovetsky,No,2,frame-block,separate,Loggia,2014.0
3.0,9.0,2.66,94000.0,49.5,36.1,16.3,Tsentralny,No,2,brick,combined,Loggia,2010.0
2.0,16.0,2.7,65000.0,54.7,30.13,6.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
11.0,16.0,2.72,38000.0,31.73,21.25,8.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
1.0,9.0,2.7,83000.0,72.85,35.4,9.73,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
2.0,9.0,2.7,59000.0,38.1,16.4,9.0,Frunzensky,No,1,frame-block,separate,Loggia,2009.0
21.0,25.0,2.7,63000.0,52.0,42.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,9.0,2.7,94000.0,90.6,52.1,13.1,Partizansky,No,3,brick,separate,Two balconies,2003.0
1.0,5.0,2.58,65000.0,49.52,34.28,6.06,Zavodskoy,No,3,panel,separate,Without,1967.0
3.0,9.0,2.7,118000.0,70.6,35.2,13.1,Frunzensky,Yes,2,frame-block,separate,Two balconies,2011.0
1.0,9.0,2.7,65000.0,60.6,44.5,7.4,Frunzensky,Yes,3,panel,separate,Loggia,1971.0
1.0,5.0,2.7,73000.0,56.69,28.42,8.02,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,16.0,2.7,89000.0,75.5,36.63,16.4,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,9.0,2.7,96000.0,62.6,39.4,8.0,Sovetsky,No,3,brick,separate,Two balconies,1991.0
10.0,16.0,2.7,90000.0,76.1,37.63,16.5,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,5.0,2.43,67000.0,66.76,48.23,6.49,Sovetsky,No,3,brick,separate,Without,1968.0
5.0,5.0,2.7,25000.0,48.5,27.8,6.18,Frunzensky,Yes,1,panel,separate,Balcony,1970.0
5.0,9.0,2.5,55000.0,30.3,16.3,6.0,Partizansky,Yes,1,brick,separate,Balcony,1971.0
11.0,12.0,2.54,96000.0,69.0,48.7,20.0,Pervomaisky,Yes,3,brick,combined,Two balconies,1996.0
4.0,9.0,2.7,80000.0,81.8,56.1,7.1,Moskovsky,Yes,4,panel,combined,Two balconies,1996.0
10.0,24.0,2.7,62000.0,51.5,35.0,15.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
5.0,9.0,2.5,80000.0,72.4,44.8,11.3,Frunzensky,Yes,3,panel,separate,Loggia,2011.0
1.0,4.0,2.45,62000.0,43.1,31.2,6.0,Pervomaisky,Yes,2,silicate,combined,Without,1960.0
2.0,9.0,2.7,70000.0,55.9,30.3,9.0,Frunzensky,No,2,block-rooms,separate,Loggia,2008.0
3.0,9.0,2.7,195000.0,138.1,78.8,18.1,Pervomaisky,Yes,4,brick,2,Loggia,2000.0
21.0,24.0,2.7,62000.0,51.5,35.0,15.0,Oktyabrsky,Yes,3,panel,separate,Loggia,2021.0
1.0,3.0,2.7,370000.0,206.7,98.5,32.2,Sovetsky,No,5,brick,more than 2,Without,2003.0
2.0,5.0,2.7,66000.0,62.8,45.9,6.1,Leninsky,No,3,panel,combined,Balcony,1971.0
6.0,15.0,2.65,67000.0,57.5,31.2,9.6,Oktyabrsky,No,2,panel,separate,Loggia,2015.0
6.0,9.0,2.7,100000.0,61.7,33.0,10.1,Tsentralny,No,2,frame-block,separate,Two balconies,2015.0
3.0,10.0,2.66,118000.0,77.9,45.2,12.7,Oktyabrsky,Yes,3,panel,separate,Loggia,1999.0
1.0,5.0,2.7,56000.0,59.5,43.4,6.06,Zavodskoy,No,3,silicate,separate,Without,1966.0
5.0,25.0,2.7,110000.0,69.6,36.1,13.7,Tsentralny,No,3,frame-block,separate,Loggia,2014.0
3.0,5.0,2.47,54000.0,53.34,34.48,6.4,Zavodskoy,No,2,brick,separate,Loggia,1967.0
12.0,26.0,2.71,95000.0,65.8,24.2,13.4,Sovetsky,No,2,frame-block,separate,Loggia,2010.0
11.0,15.0,2.7,65000.0,54.2,32.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,15.0,2.7,66000.0,54.4,32.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,15.0,2.7,66000.0,54.4,32.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,19.0,2.7,100000.0,74.3,45.9,28.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2017.0
3.0,25.0,2.7,36000.0,29.81,26.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,36000.0,29.81,26.0,3.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
6.0,25.0,2.7,36000.0,29.61,25.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,22.0,2.75,87000.0,65.6,46.5,13.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2018.0
7.0,19.0,2.75,93000.0,70.3,48.2,13.0,Moskovsky,Yes,2,monolithic,separate,Loggia,2017.0
7.0,19.0,2.75,89000.0,67.5,32.0,11.4,Moskovsky,Yes,2,monolithic,separate,Loggia,2018.0
8.0,19.0,2.75,89000.0,67.4,32.0,11.4,Moskovsky,Yes,2,frame-block,separate,Loggia,2018.0
2.0,16.0,2.7,44000.0,39.34,33.97,5.8,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
6.0,16.0,2.7,62000.0,59.67,51.88,6.5,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,25.0,2.7,44000.0,39.22,32.5,5.8,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,22.0,2.75,59000.0,43.4,15.4,12.3,Moskovsky,Yes,1,frame-block,separate,Loggia,2018.0
2.0,9.0,2.55,92000.0,79.0,46.5,10.2,Frunzensky,No,3,panel,separate,Loggia,2012.0
15.0,22.0,2.75,61000.0,42.3,30.7,11.0,Moskovsky,Yes,1,frame-block,separate,Loggia,2018.0
19.0,22.0,2.75,57000.0,42.2,30.7,12.0,Moskovsky,Yes,1,frame-block,separate,Loggia,2018.0
4.0,22.0,2.75,59000.0,40.8,17.1,11.3,Moskovsky,Yes,1,frame-block,separate,Loggia,2018.0
2.0,6.0,2.52,115000.0,71.7,37.4,10.7,Pervomaisky,Yes,3,brick,combined,Loggia,1979.0
6.0,6.0,3.3,1000.0,428.58,122.1,20.0,Moskovsky,Yes,4,frame-block,more than 2,Two balconies,2020.0
21.0,22.0,2.75,58000.0,40.3,17.1,11.3,Moskovsky,Yes,1,frame-block,separate,Loggia,2017.0
22.0,24.0,2.7,47000.0,41.3,28.5,8.5,Oktyabrsky,Yes,2,monolithic,separate,Loggia,2021.0
10.0,19.0,2.65,68000.0,42.5,17.9,8.9,Oktyabrsky,Yes,1,panel,separate,Loggia,2011.0
3.0,5.0,2.7,97000.0,50.2,34.0,5.9,Pervomaisky,Yes,3,panel,combined,Balcony,1969.0
18.0,22.0,2.75,87000.0,65.5,46.5,12.0,Moskovsky,Yes,2,monolithic,separate,Loggia,2018.0
4.0,22.0,2.75,87000.0,65.7,46.5,12.0,Moskovsky,Yes,2,panel,separate,Loggia,2018.0
11.0,19.0,2.7,65000.0,47.8,17.5,13.5,Moskovsky,Yes,1,frame-block,separate,Loggia,2017.0
11.0,19.0,2.65,70000.0,43.0,18.1,9.2,Oktyabrsky,Yes,1,panel,separate,Loggia,2014.0
4.0,5.0,2.74,71000.0,52.6,30.2,10.1,Sovetsky,No,2,brick,separate,Balcony,2009.0
9.0,19.0,2.7,136000.0,78.8,60.7,12.0,Moskovsky,Yes,4,frame-block,separate,Balcony,2016.0
2.0,5.0,2.5,64000.0,59.0,43.0,6.2,Tsentralny,No,4,panel,separate,Balcony,1966.0
1.0,2.0,2.7,63000.0,49.8,30.9,6.2,Leninsky,Yes,2,brick,separate,Without,1958.0
18.0,19.0,2.7,119000.0,65.1,41.2,12.0,Moskovsky,Yes,3,frame-block,combined,Balcony,2016.0
10.0,14.0,2.7,99000.0,45.6,21.4,9.9,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2019.0
5.0,9.0,2.51,44000.0,33.4,13.9,7.1,Zavodskoy,No,1,panel,separate,Without,1977.0
6.0,9.0,2.5,55000.0,33.1,16.6,6.9,Sovetsky,Yes,1,panel,combined,Two balconies,1972.0
7.0,15.0,2.7,39000.0,31.3,16.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,9.0,2.51,68000.0,41.0,22.5,7.1,Sovetsky,Yes,2,panel,separate,Loggia,1972.0
14.0,16.0,2.7,40000.0,41.16,33.0,7.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
8.0,9.0,2.55,45000.0,33.0,17.09,7.0,Zavodskoy,Yes,1,panel,separate,Loggia,1982.0
12.0,16.0,2.7,40000.0,41.16,33.0,7.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
2.0,9.0,2.7,89000.0,77.6,53.9,6.8,Sovetsky,No,4,panel,combined,Two balconies,1981.0
6.0,7.0,2.75,57000.0,46.7,28.4,7.0,Pervomaisky,No,2,panel,separate,Loggia,1976.0
14.0,25.0,2.7,100000.0,61.0,38.95,10.0,Pervomaisky,Yes,3,frame-block,combined,Loggia,2021.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
7.0,9.0,2.55,68000.0,53.2,28.4,8.9,Leninsky,No,2,panel,separate,Loggia,2003.0
8.0,9.0,2.73,245000.0,98.5,49.2,21.8,Pervomaisky,Yes,3,brick,2,Loggia,2007.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
2.0,16.0,2.7,41000.0,33.8,27.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
3.0,25.0,2.7,40000.0,33.64,27.0,5.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2013.0
9.0,15.0,2.7,88000.0,74.1,37.5,15.43,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
7.0,15.0,2.7,66000.0,54.8,32.56,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
4.0,5.0,2.54,56000.0,41.7,29.0,5.8,Moskovsky,Yes,2,silicate,combined,Balcony,1964.0
7.0,15.0,2.7,66000.0,54.8,32.56,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
4.0,16.0,2.7,88000.0,73.9,60.0,12.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
13.0,15.0,2.5,50000.0,34.7,14.5,8.8,Frunzensky,No,1,frame-block,combined,Loggia,2021.0
10.0,14.0,2.49,125000.0,96.8,50.7,16.0,Moskovsky,No,3,silicate,2,Loggia,2007.0
7.0,15.0,2.7,66000.0,54.8,32.56,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,3.0,3.1,200000.0,148.8,114.5,66.0,Pervomaisky,Yes,3,brick,2,Without,2013.0
8.0,19.0,2.72,83000.0,63.5,32.1,11.0,Moskovsky,Yes,2,frame-block,separate,Balcony,2017.0
3.0,15.0,2.7,51000.0,41.7,26.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,15.0,2.7,51000.0,41.7,26.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,5.0,2.7,52000.0,44.35,32.5,6.0,Pervomaisky,No,2,block-rooms,combined,Balcony,1962.0
1.0,9.0,2.51,57000.0,53.76,31.69,9.31,Zavodskoy,No,2,block-rooms,separate,Balcony,1986.0
4.0,5.0,2.52,60000.0,58.6,45.0,5.8,Zavodskoy,Yes,3,panel,combined,Balcony,1966.0
3.0,15.0,2.7,51000.0,41.7,26.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,10.0,2.5,48000.0,35.0,17.9,9.1,Frunzensky,No,1,panel,separate,Without,1994.0
2.0,13.0,2.54,92000.0,82.6,58.3,10.4,Oktyabrsky,Yes,3,brick,2,Loggia,1998.0
10.0,17.0,2.5,84000.0,71.2,48.3,5.8,Moskovsky,Yes,3,monolithic,separate,Loggia,2021.0
3.0,15.0,2.7,51000.0,41.7,26.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,19.0,2.54,129000.0,99.2,57.9,9.7,Sovetsky,No,4,panel,combined,Two balconies,2014.0
14.0,17.0,2.5,83000.0,71.0,48.3,5.6,Moskovsky,Yes,3,monolithic,separate,Loggia,2021.0
6.0,17.0,2.5,63000.0,42.9,27.3,5.3,Moskovsky,Yes,2,monolithic,combined,Loggia,2021.0
16.0,17.0,2.5,62000.0,42.7,27.0,5.3,Moskovsky,Yes,2,monolithic,combined,Loggia,2021.0
20.0,25.0,2.7,74000.0,38.8,18.0,10.0,Moskovsky,Yes,1,frame-block,separate,Loggia,2013.0
12.0,17.0,2.5,55000.0,41.4,24.9,5.8,Moskovsky,Yes,1,monolithic,combined,Loggia,2021.0
9.0,16.0,2.7,66000.0,54.2,45.0,8.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,20.0,2.72,89000.0,72.4,34.7,13.1,Moskovsky,Yes,2,frame-block,separate,Two balconies,2017.0
8.0,17.0,2.5,58000.0,43.1,27.3,5.3,Moskovsky,Yes,1,monolithic,combined,Loggia,2021.0
5.0,5.0,2.7,65000.0,43.12,31.0,5.89,Sovetsky,Yes,2,brick,separate,Balcony,1960.0
3.0,9.0,2.7,49000.0,31.1,17.07,7.07,Sovetsky,Yes,1,brick,separate,Loggia,1973.0
2.0,16.0,2.7,51000.0,41.4,33.0,6.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
10.0,10.0,2.55,85000.0,58.0,31.1,9.3,Leninsky,No,2,panel,separate,Loggia,2014.0
1.0,8.0,2.7,115000.0,92.7,50.1,10.3,Oktyabrsky,No,3,panel,separate,Loggia,2020.0
8.0,9.0,2.55,58000.0,46.6,28.4,7.1,Moskovsky,No,2,panel,separate,Loggia,1991.0
6.0,16.0,2.7,33000.0,27.62,13.0,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
11.0,16.0,2.7,90000.0,75.8,60.0,12.0,Oktyabrsky,Yes,3,panel,separate,Loggia,2021.0
6.0,19.0,2.72,86000.0,70.4,48.5,13.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2017.0
12.0,18.0,2.7,76000.0,66.3,40.0,5.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
11.0,25.0,2.76,163000.0,55.1,32.8,4.03,Pervomaisky,Yes,2,monolithic,combined,Loggia,2020.0
10.0,16.0,2.63,119000.0,81.9,35.6,12.5,Frunzensky,Yes,2,monolithic,combined,Loggia,2009.0
7.0,9.0,2.7,58000.0,47.0,28.5,7.2,Oktyabrsky,No,2,panel,separate,Loggia,1977.0
25.0,25.0,2.72,55000.0,42.8,19.96,13.62,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
7.0,15.0,2.7,39000.0,31.3,16.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
12.0,18.0,2.7,78000.0,66.3,40.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
6.0,9.0,2.7,65000.0,65.7,43.51,7.21,Sovetsky,No,3,panel,separate,Loggia,1980.0
5.0,17.0,2.7,69000.0,48.2,24.55,11.83,Moskovsky,Yes,1,frame-block,combined,Loggia,2021.0
17.0,26.0,2.72,209000.0,64.4,37.3,10.0,Tsentralny,No,2,frame-block,combined,Loggia,2017.0
18.0,18.0,2.7,79000.0,65.9,40.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,7.0,3.2,137000.0,53.6,28.59,8.29,Tsentralny,Yes,2,brick,separate,Without,1957.0
6.0,18.0,2.7,36000.0,30.3,12.0,7.77,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,9.0,2.7,109000.0,67.8,48.1,7.0,Pervomaisky,Yes,3,panel,separate,Loggia,1973.0
3.0,18.0,2.7,76000.0,66.3,40.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,15.0,2.7,39000.0,31.3,16.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.55,45000.0,30.6,18.92,5.86,Zavodskoy,Yes,1,panel,combined,Balcony,1962.0
18.0,18.0,2.7,79000.0,66.1,40.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,9.0,2.7,82000.0,77.4,53.1,7.0,Moskovsky,No,4,panel,separate,Loggia,1991.0
4.0,9.0,2.7,124000.0,109.0,69.0,30.8,Tsentralny,No,3,brick,2,Loggia,2012.0
5.0,5.0,2.54,55000.0,46.92,31.52,6.28,Leninsky,No,2,panel,separate,Balcony,1971.0
8.0,9.0,2.7,65000.0,47.3,28.7,7.2,Pervomaisky,Yes,2,panel,separate,Loggia,1995.0
5.0,23.0,2.7,37000.0,29.5,21.5,8.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,18.0,2.7,74000.0,66.3,40.0,5.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
1.0,5.0,3.05,250000.0,71.9,45.4,9.5,Tsentralny,Yes,3,brick,separate,Without,1946.0
1.0,9.0,2.5,77000.0,67.13,35.4,9.73,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,12.0,2.7,23000.0,52.4,16.0,8.9,Leninsky,No,1,panel,separate,Without,2002.0
5.0,9.0,2.7,258000.0,98.3,64.9,20.0,Partizansky,Yes,4,brick,2,Loggia,1974.0
5.0,5.0,2.7,48000.0,43.7,28.4,6.1,Pervomaisky,Yes,2,panel,separate,Balcony,1967.0
2.0,25.0,2.7,70000.0,66.4,48.0,10.0,Oktyabrsky,Yes,3,panel,separate,Loggia,2021.0
5.0,6.0,2.5,93000.0,67.6,43.2,8.3,Sovetsky,No,3,monolithic,separate,Loggia,1996.0
5.0,5.0,2.52,52000.0,45.4,30.6,5.8,Frunzensky,Yes,2,panel,combined,Balcony,1964.0
3.0,25.0,2.7,83000.0,72.67,40.1,8.2,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
4.0,9.0,2.7,68000.0,64.68,44.62,7.07,Pervomaisky,No,3,panel,separate,Two balconies,1975.0
2.0,25.0,2.7,73000.0,63.9,33.01,10.39,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
15.0,18.0,2.65,59000.0,45.1,17.9,9.4,Frunzensky,No,1,panel,separate,Loggia,2014.0
17.0,25.0,2.7,55000.0,43.9,35.0,7.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
4.0,11.0,2.7,100000.0,66.2,40.7,10.3,Tsentralny,No,3,brick,combined,Balcony,1994.0
5.0,9.0,2.7,68000.0,67.4,45.8,7.4,Zavodskoy,No,3,panel,separate,Two balconies,1977.0
9.0,18.0,2.72,246000.0,109.7,46.7,17.1,Partizansky,Yes,3,frame-block,2,Two balconies,2008.0
6.0,10.0,2.7,56000.0,41.7,17.0,9.0,Frunzensky,No,1,panel,separate,Balcony,2009.0
7.0,9.0,2.7,70000.0,60.1,31.1,12.6,Frunzensky,No,2,panel,separate,Loggia,2004.0
24.0,24.0,2.7,77000.0,63.7,50.7,12.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2020.0
16.0,25.0,2.7,72000.0,63.0,36.29,6.91,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
12.0,13.0,2.7,119000.0,126.3,100.0,25.0,Moskovsky,Yes,3,monolithic,separate,Without,2013.0
9.0,9.0,2.7,58000.0,49.64,49.64,7.02,Leninsky,No,2,panel,separate,Loggia,1981.0
6.0,12.0,2.5,84000.0,65.0,39.9,9.4,Frunzensky,No,3,brick,separate,Loggia,1992.0
9.0,10.0,2.7,130000.0,67.4,34.8,12.3,Pervomaisky,Yes,2,frame-block,combined,Loggia,2011.0
9.0,11.0,2.55,91000.0,70.5,43.8,6.1,Leninsky,Yes,4,brick,separate,Loggia,1978.0
16.0,19.0,2.65,112000.0,61.0,31.0,9.5,Pervomaisky,Yes,2,monolithic,separate,Loggia,2018.0
4.0,24.0,2.7,99000.0,87.5,79.8,15.5,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
8.0,9.0,2.7,54000.0,51.14,29.46,8.96,Zavodskoy,No,2,panel,separate,Loggia,1980.0
11.0,22.0,2.7,81000.0,72.2,52.2,15.5,Oktyabrsky,Yes,3,frame-block,2,Two balconies,2019.0
14.0,25.0,2.7,36000.0,29.5,14.25,7.47,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,17.0,2.7,197000.0,104.0,53.1,21.7,Sovetsky,Yes,3,frame-block,2,Two balconies,2010.0
5.0,10.0,2.7,89000.0,77.6,43.1,10.1,Frunzensky,No,3,panel,separate,Loggia,2013.0
2.0,4.0,3.2,139000.0,60.0,31.8,11.6,Partizansky,Yes,2,brick,separate,Balcony,1953.0
15.0,15.0,2.7,78000.0,62.4,50.1,12.0,Oktyabrsky,No,2,frame-block,separate,Loggia,2020.0
13.0,16.0,2.67,87000.0,67.9,43.7,8.3,Frunzensky,Yes,3,panel,separate,Loggia,1989.0
1.0,9.0,2.7,125000.0,70.8,43.7,8.9,Pervomaisky,Yes,3,brick,separate,Balcony,2012.0
5.0,5.0,2.54,65000.0,48.6,27.6,9.0,Pervomaisky,No,2,panel,separate,Balcony,1983.0
6.0,9.0,2.7,86000.0,66.9,43.03,7.78,Pervomaisky,Yes,3,brick,separate,Two balconies,1970.0
5.0,9.0,2.7,162000.0,94.46,60.35,9.01,Partizansky,Yes,4,brick,2,Two balconies,1980.0
2.0,25.0,2.7,36000.0,29.1,14.25,7.47,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
9.0,9.0,2.53,14000.0,46.8,11.3,7.2,Frunzensky,Yes,2,panel,separate,Without,1986.0
9.0,9.0,2.7,199000.0,81.2,49.3,8.5,Tsentralny,Yes,3,brick,separate,Without,1957.0
1.0,9.0,2.54,103000.0,81.9,54.7,7.35,Frunzensky,Yes,4,panel,separate,Two balconies,1981.0
3.0,25.0,2.8,59000.0,53.63,42.69,6.4,Oktyabrsky,Yes,3,monolithic,separate,Loggia,2021.0
1.0,9.0,2.5,67000.0,51.89,30.88,9.68,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
5.0,9.0,2.52,65000.0,49.0,28.0,7.1,Moskovsky,Yes,2,panel,separate,Loggia,1995.0
3.0,9.0,2.7,79000.0,67.0,43.4,7.3,Frunzensky,Yes,3,panel,combined,Loggia,1974.0
7.0,16.0,2.7,87000.0,74.0,37.49,15.43,Oktyabrsky,Yes,3,frame-block,separate,Two balconies,2021.0
4.0,5.0,2.7,24000.0,54.3,17.3,6.6,Partizansky,Yes,2,brick,separate,Without,1975.0
9.0,18.0,2.7,74000.0,64.9,34.17,9.17,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
13.0,25.0,2.7,36000.0,29.53,15.4,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.7,103000.0,60.27,32.45,7.54,Partizansky,Yes,2,brick,separate,Balcony,1959.0
20.0,25.0,2.7,78000.0,71.1,56.0,12.0,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2021.0
1.0,10.0,2.5,69000.0,60.0,29.3,9.0,Frunzensky,No,2,panel,separate,Two balconies,2009.0
2.0,9.0,2.54,63000.0,39.7,22.5,7.1,Pervomaisky,Yes,2,panel,separate,Loggia,1971.0
3.0,12.0,2.6,112000.0,70.1,37.2,11.7,Pervomaisky,Yes,2,frame-block,separate,Loggia,2010.0
2.0,4.0,2.7,110000.0,74.0,47.0,8.7,Pervomaisky,Yes,3,brick,separate,Balcony,1936.0
1.0,4.0,3.0,29000.0,78.5,34.0,6.8,Zavodskoy,Yes,4,brick,separate,Without,1959.0
8.0,18.0,2.7,74000.0,65.2,42.31,8.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,25.0,2.7,53000.0,42.4,23.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.7,49000.0,37.2,17.16,7.11,Oktyabrsky,Yes,1,panel,separate,Loggia,1977.0
1.0,9.0,2.5,68000.0,51.84,30.78,9.7,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
3.0,5.0,2.5,47000.0,42.5,27.1,5.6,Moskovsky,Yes,2,brick,combined,Balcony,1965.0
